,IDcensus,census_city,state,Pop2010,Pop2011,Pop2012,Pop2013,Pop2014,Pop2015,Pop2016,Pop2017,Pop2018,Pop2019,citystate,state_id,lat,lng
0,225,Abilene,Texas,117805,118762,119853,119797,120648,121707,121883,122186,122775,123420,"Abilene, Texas",TX,32.4543,-99.7384
1,125,Akron,Ohio,199081,199112,198969,198972,199008,198588,198068,198085,197884,197597,"Akron, Ohio",OH,41.0798,-81.5219
2,454,Alameda,California,73946,74692,75637,76479,77509,78459,79091,79037,78344,77624,"Alameda, California",CA,37.766999999999996,-122.2672
3,502,Albany,Georgia,77420,77893,77537,76416,75940,74891,73957,73252,73219,72130,"Albany, Georgia",GA,31.5776,-84.1762
4,328,Albany,New York,97753,97956,98409,98488,98366,98232,97941,97735,97011,96460,"Albany, New York",NY,42.6664,-73.7987
5,697,Albany,Oregon,50327,50946,51017,50937,51343,51659,52716,53524,54518,55338,"Albany, Oregon",OR,44.6274,-123.0966
6,32,Albuquerque,New Mexico,546755,552066,555002,557445,557444,557937,559192,559673,559629,560513,"Albuquerque, New Mexico",NM,35.1053,-106.6464
7,159,Alexandria,Virginia,140729,144219,147291,149637,151375,153654,156698,159215,159069,159428,"Alexandria, Virginia",VA,38.8185,-77.0861
8,411,Alhambra,California,83160,83594,84120,84337,84786,84843,85221,84878,84373,83750,"Alhambra, California",CA,34.084,-118.1355
9,771,Aliso Viejo,California,47801,48474,49038,49538,49542,49499,50858,50982,51206,50887,"Aliso Viejo, California",CA,33.5792,-117.7289
10,292,Allen,Texas,84921,87680,89812,92173,94215,98344,99742,101214,103577,105623,"Allen, Texas",TX,33.1088,-96.6735
11,232,Allentown,Pennsylvania,118113,118782,118878,118826,119167,120071,120420,121047,121537,121442,"Allentown, Pennsylvania",PA,40.5961,-75.4756
12,552,Alpharetta,Georgia,57691,59141,61577,61937,62693,63337,65411,65734,66257,67213,"Alpharetta, Georgia",GA,34.0704,-84.2739
13,118,Amarillo,Texas,191249,193763,195404,196248,197200,197816,198694,199722,199183,199371,"Amarillo, Texas",TX,35.1988,-101.8311
14,564,Ames,Iowa,59098,60440,61427,63053,64773,65685,65915,66301,66001,66258,"Ames, Iowa",IA,42.0259,-93.6215
15,55,Anaheim,California,336760,339831,342071,343832,344604,348251,350013,350476,350698,350365,"Anaheim, California",CA,33.839,-117.8572
16,708,Anderson,Indiana,56065,55798,55441,55465,55252,55020,54985,54898,54883,54765,"Anderson, Indiana",IN,40.0891,-85.6893
17,547,Ankeny,Iowa,45845,47043,48363,50785,53299,56109,58609,62365,65248,67355,"Ankeny, Iowa",IA,41.7285,-93.6033
18,236,Ann Arbor,Michigan,114173,115539,116079,116820,118716,119884,120919,121493,121429,119980,"Ann Arbor, Michigan",MI,42.2755,-83.7312
19,266,Antioch,California,103080,104193,105565,107351,109071,110308,111088,111494,111578,111502,"Antioch, California",CA,37.9789,-121.7958
20,731,Apopka,Florida,42407,43765,45103,46238,47796,49109,50486,52277,53557,53447,"Apopka, Florida",FL,28.7014,-81.5304
21,699,Apple Valley,Minnesota,49146,49492,49721,49925,50195,50950,51938,52390,54065,55135,"Apple Valley, Minnesota",MN,44.7457,-93.2006
22,485,Appleton,Wisconsin,72704,72921,73128,73591,74001,74151,74392,74524,74378,74098,"Appleton, Wisconsin",WI,44.2779,-88.3891
23,665,Arcadia,California,56322,56594,56801,57215,57513,57835,58238,58374,58385,57939,"Arcadia, California",CA,34.1342,-118.0373
24,49,Arlington,Texas,365892,370253,375629,378950,382721,388728,394384,397173,398123,398854,"Arlington, Texas",TX,32.6998,-97.125
25,235,Arvada,Colorado,106917,108084,110229,111872,113692,115406,117710,118950,120421,121272,"Arvada, Colorado",CO,39.8321,-105.1511
26,357,Asheville,North Carolina,83459,84457,85321,86355,87837,89374,91123,91748,92630,92870,"Asheville, North Carolina",NC,35.5704,-82.5536
27,37,Atlanta,Georgia,429410,437812,449016,453990,461154,468303,479174,491670,498183,506811,"Atlanta, Georgia",GA,33.7627,-84.4224
28,563,Auburn,Alabama,53785,54950,57149,58816,60372,61754,62773,63927,65495,66259,"Auburn, Alabama",AL,32.6087,-85.4899
29,425,Auburn,Washington,70560,71748,73474,74924,76198,77479,78725,81333,81789,81464,"Auburn, Washington",WA,47.3039,-122.2108
30,54,Aurora,Colorado,326055,332730,339261,345613,352660,360098,363277,367574,374572,379289,"Aurora, Colorado",CO,39.7087,-104.7273
31,124,Aurora,Illinois,198207,199150,199648,199803,200189,200315,200799,200391,199199,197757,"Aurora, Illinois",IL,41.7637,-88.2901
32,11,Austin,Texas,806164,828459,854482,875003,901170,921114,939447,951553,962469,978908,"Austin, Texas",TX,30.3004,-97.7522
33,382,Avondale,Arizona,76232,77279,78718,79745,80726,81924,83288,84742,85715,87931,"Avondale, Arizona",AZ,33.3858,-112.3236
34,52,Bakersfield,California,348987,353221,357312,362834,366954,371348,374699,377940,381714,384145,"Bakersfield, California",CA,35.3529,-119.0359
35,473,Baldwin Park,California,75421,75750,76183,76364,76375,76427,76219,75948,75572,75251,"Baldwin Park, California",CA,34.0829,-117.9721
36,30,Baltimore,Maryland,620915,620410,622895,622391,623587,622522,616226,610481,602443,593490,"Baltimore, Maryland",MD,39.3051,-76.6144
37,635,Bartlett,Tennessee,57030,57388,58224,58231,58353,58665,58887,59101,59403,59440,"Bartlett, Tennessee",TN,35.2337,-89.8195
38,100,Baton Rouge,Louisiana,229374,228643,228889,228346,227851,227202,226686,224414,222190,220236,"Baton Rouge, Louisiana",LA,30.4418,-91.131
39,763,Battle Creek,Michigan,52315,51991,51871,51788,51776,51556,51453,51275,51105,51093,"Battle Creek, Michigan",MI,42.2986,-85.2296
40,580,Bayonne,New Jersey,63050,63945,64252,64736,65369,65290,65315,65333,64677,64897,"Bayonne, New Jersey",NJ,40.6661,-74.1141
41,459,Baytown,Texas,71757,72500,73311,75334,75926,76286,76369,76693,76592,77192,"Baytown, Texas",TX,29.7586,-94.9669
42,764,Beaumont,California,37261,38514,39286,40337,41994,43479,45156,46848,49126,51063,"Beaumont, California",CA,33.9076,-116.9766
43,245,Beaumont,Texas,117378,117908,117033,118068,117812,118603,118734,118953,117667,116825,"Beaumont, Texas",TX,30.0849,-94.1451
44,322,Beaverton,Oregon,90100,91569,92558,93279,94714,95863,97738,97824,98775,99037,"Beaverton, Oregon",OR,45.4779,-122.8168
45,729,Bellevue,Nebraska,51634,51858,52407,52786,52706,52956,53291,53398,53494,53544,"Bellevue, Nebraska",NE,41.1535,-95.9357
46,176,Bellevue,Washington,128357,130196,132074,133688,136275,139757,141758,145273,147064,148164,"Bellevue, Washington",WA,47.5951,-122.1535
47,464,Bellflower,California,76624,76939,77202,77404,77532,77794,77581,77326,76906,76435,"Bellflower, California",CA,33.888000000000005,-118.1271
48,360,Bellingham,Washington,81297,81859,82299,82593,83386,84998,86954,89031,90464,92314,"Bellingham, Washington",WA,48.7543,-122.4687
49,314,Bend,Oregon,76663,77575,78617,80906,83526,86277,90665,94557,97620,100421,"Bend, Oregon",OR,44.0562,-121.3087
50,704,Bentonville,Arkansas,35859,37227,38747,40472,42001,44743,47166,49399,51103,54909,"Bentonville, Arkansas",AR,36.3546,-94.2306
51,233,Berkeley,California,112889,113968,115309,116944,118697,120749,121547,122164,121663,121363,"Berkeley, California",CA,37.8723,-122.27600000000001
52,715,Berwyn,Illinois,56671,56791,56886,56914,56777,56436,55986,55435,54821,54391,"Berwyn, Illinois",IL,41.8433,-87.7909
53,467,Bethlehem,Pennsylvania,74979,75061,75040,74852,74966,74966,75273,75546,75742,75815,"Bethlehem, Pennsylvania",PA,40.6266,-75.3679
54,276,Billings,Montana,104509,105458,106765,108561,108434,109599,109620,109797,109444,109577,"Billings, Montana",MT,45.7891,-108.5524
55,109,Birmingham,Alabama,212328,212095,211287,211765,211651,212259,211977,211533,210487,209403,"Birmingham, Alabama",AL,33.5277,-86.7987
56,488,Bismarck,North Dakota,61589,62768,64772,67127,69011,71413,72580,73141,73229,73529,"Bismarck, North Dakota",ND,46.8144,-100.7694
57,572,Blaine,Minnesota,57409,58194,59438,60500,61386,62360,63191,64288,65082,65607,"Blaine, Minnesota",MN,45.1696,-93.2077
58,457,Bloomington,Illinois,76848,77308,78020,79269,78901,78414,78343,78134,77804,77330,"Bloomington, Illinois",IL,40.4757,-88.9703
59,394,Bloomington,Indiana,80612,81497,82160,82457,83162,83596,84387,84837,85139,85755,"Bloomington, Indiana",IN,39.1637,-86.5257
60,401,Bloomington,Minnesota,83036,83937,84867,85078,85052,85190,85459,85588,85474,84943,"Bloomington, Minnesota",MN,44.8306,-93.3151
61,685,Blue Springs,Missouri,52657,52754,52977,53149,53462,53998,54387,54861,55126,55829,"Blue Springs, Missouri",MO,39.0124,-94.2721
62,316,Boca Raton,Florida,85158,86460,87646,89689,91276,93498,96427,98236,99351,99805,"Boca Raton, Florida",FL,26.3752,-80.108
63,632,Bonita Springs,Florida,44075,45039,46342,47664,49367,51850,54400,56175,57398,59637,"Bonita Springs, Florida",FL,26.3559,-81.7861
64,536,Bossier City,Louisiana,62120,63540,65414,66191,67078,68157,68125,68471,68316,68159,"Bossier City, Louisiana",LA,32.5227,-93.6666
65,21,Boston,Massachusetts,621048,630505,642955,653002,662855,670491,679848,687788,691147,692600,"Boston, Massachusetts",MA,42.3188,-71.0846
66,291,Boulder,Colorado,97752,100137,101160,102719,104451,106742,107128,106447,106008,105673,"Boulder, Colorado",CO,40.0249,-105.2523
67,652,Bowie,Maryland,55458,56000,56574,57102,57750,58225,58431,58563,58610,58643,"Bowie, Maryland",MD,38.9569,-76.7409
68,515,Bowling Green,Kentucky,59727,60357,61294,62698,63528,64940,66087,67866,68633,70543,"Bowling Green, Kentucky",KY,36.9719,-86.4373
69,446,Boynton Beach,Florida,68411,68905,70049,71305,73155,74005,75877,77711,77949,78679,"Boynton Beach, Florida",FL,26.5281,-80.0811
70,636,Bradenton,Florida,49310,49642,50207,51175,52253,53838,55048,56686,57601,59439,"Bradenton, Florida",FL,27.49,-82.5739
71,589,Brentwood,California,51813,52716,53508,54916,56854,58796,60571,62265,63760,64474,"Brentwood, California",CA,37.9355,-121.7191
72,183,Bridgeport,Connecticut,144864,146146,147096,147716,147870,147409,146287,145346,144772,144399,"Bridgeport, Connecticut",CT,41.1918,-73.1953
73,627,Bristol,Connecticut,60502,60599,60658,60558,60588,60524,60304,60131,60101,59947,"Bristol, Connecticut",CT,41.6812,-72.9407
74,333,Brockton,Massachusetts,93809,94117,94050,94361,94858,95425,95441,95682,95723,95708,"Brockton, Massachusetts",MA,42.0821,-71.0242
75,274,Broken Arrow,Oklahoma,99246,100199,102179,103603,104944,106842,107884,108395,109068,110198,"Broken Arrow, Oklahoma",OK,36.0365,-95.7809
76,434,Brooklyn Park,Minnesota,75963,76883,77905,78471,78816,79256,79871,80322,80524,80389,"Brooklyn Park, Minnesota",MN,45.1112,-93.3505
77,516,Broomfield,Colorado,56226,57493,58971,60149,61764,64866,66513,68263,69324,70465,"Broomfield, Colorado",CO,39.9541,-105.0527
78,141,Brownsville,Texas,175362,178154,179652,180648,181656,181528,182311,182384,182333,182781,"Brownsville, Texas",TX,25.998,-97.4565
79,389,Bryan,Texas,76517,77196,77832,78939,80667,82052,83171,84188,84817,86276,"Bryan, Texas",TX,30.6657,-96.3668
80,437,Buckeye,Arizona,51350,52486,54389,56603,59100,61633,64641,68534,74339,79620,"Buckeye, Arizona",AZ,33.4314,-112.6429
81,421,Buena Park,California,80792,81553,82045,82717,82621,82770,82988,82619,82187,81788,"Buena Park, California",CA,33.8572,-118.0046
82,86,Buffalo,New York,261275,260701,260155,260013,259548,258165,256816,256301,255781,255284,"Buffalo, New York",NY,42.9016,-78.8487
83,303,Burbank,California,103351,103732,104077,104355,104405,104472,104097,104174,103349,102511,"Burbank, California",CA,34.1879,-118.3235
84,757,Burien,Washington,48224,48786,49511,49915,50304,50664,51377,51992,51731,51500,"Burien, Washington",WA,47.4762,-122.3394
85,710,Burlington,North Carolina,51172,51169,51198,51314,51475,51867,52180,53121,53911,54606,"Burlington, North Carolina",NC,36.0758,-79.4686
86,613,Burnsville,Minnesota,60391,60649,60864,61144,61314,61203,61316,61431,61162,61339,"Burnsville, Minnesota",MN,44.7648,-93.2795
87,654,Caldwell,Idaho,46535,47271,47708,48964,50122,51543,53106,54738,56478,58481,"Caldwell, Idaho",ID,43.6453,-116.6591
88,521,Camarillo,California,65257,65515,65656,65882,66517,67171,67141,67403,68883,69888,"Camarillo, California",CA,34.223,-119.0322
89,238,Cambridge,Massachusetts,105008,105884,107886,112036,112993,113471,115685,116869,118151,118927,"Cambridge, Massachusetts",MA,42.3759,-71.1185
90,487,Camden,New Jersey,76805,77049,76711,76283,75673,75204,73818,73728,73725,73562,"Camden, New Jersey",NJ,39.9362,-75.1073
91,517,Canton,Ohio,73427,73181,73147,72915,72634,72173,71629,71156,70752,70447,"Canton, Ohio",OH,40.8075,-81.3677
92,132,Cape Coral,Florida,154731,157330,160558,164336,168365,173572,178534,183701,189468,194495,"Cape Coral, Florida",FL,26.6446,-81.9956
93,252,Carlsbad,California,105674,107460,108948,110665,111609,112662,113265,114477,115518,115382,"Carlsbad, California",CA,33.1247,-117.2837
94,310,Carmel,Indiana,84508,86508,88566,90947,91569,92998,96114,97400,99143,101068,"Carmel, Indiana",IN,39.965,-86.146
95,196,Carrollton,Texas,119564,122527,125484,126545,128349,133060,133704,136054,137013,139248,"Carrollton, Texas",TX,32.989000000000004,-96.8999
96,364,Carson,California,91599,91690,92162,92535,92684,92752,92572,92193,91626,91394,"Carson, California",CA,33.8374,-118.2559
97,653,Casa Grande,Arizona,48955,48904,49453,49777,51362,52687,54247,55695,57019,58632,"Casa Grande, Arizona",AZ,32.9068,-111.7624
98,666,Casper,Wyoming,55261,56092,57684,59487,59673,60014,58933,57851,57515,57931,"Casper, Wyoming",WY,42.842,-106.3207
99,703,Cathedral City,California,51452,52077,52478,52846,53187,53516,53943,54413,54793,55007,"Cathedral City, California",CA,33.8363,-116.4642
100,439,Cedar Park,Texas,55777,58840,61496,64800,67161,69556,72545,75559,76903,79462,"Cedar Park, Texas",TX,30.5106,-97.8196
101,207,Cedar Rapids,Iowa,126852,128231,128478,128826,129662,130832,131397,132564,133209,133562,"Cedar Rapids, Iowa",IA,41.9665,-91.6782
102,270,Centennial,Colorado,100989,102508,104249,106634,107438,109120,109735,110388,110814,110937,"Centennial, Colorado",CO,39.5926,-104.8674
103,781,Cerritos,California,49042,49223,49384,49507,49532,49546,50346,50697,50288,49859,"Cerritos, California",CA,33.8677,-118.0686
104,375,Champaign,Illinois,81405,82330,83202,84112,84953,86218,87244,87839,87994,88909,"Champaign, Illinois",IL,40.1144,-88.2735
105,81,Chandler,Arizona,236454,236834,237660,239888,240888,243679,247845,253599,257186,261165,"Chandler, Arizona",AZ,33.2826,-111.8516
106,200,Charleston,South Carolina,120700,123012,125223,127246,129434,132413,134453,135626,136111,137566,"Charleston, South Carolina",SC,32.8153,-79.9628
107,788,Charleston,West Virginia,51274,50992,50858,50657,50133,49457,48789,48040,47172,46536,"Charleston, West Virginia",WV,38.3484,-81.6323
108,15,Charlotte,North Carolina,738444,754829,773264,792047,807400,825668,843117,860002,872514,885708,"Charlotte, North Carolina",NC,35.208,-80.8304
109,140,Chattanooga,Tennessee,170574,172341,173972,175325,175321,176400,177746,179530,181918,182799,"Chattanooga, Tennessee",TN,35.0657,-85.2488
110,91,Chesapeake,Virginia,223556,225361,228091,230327,233360,235111,237464,240143,242359,244835,"Chesapeake, Virginia",VA,36.6778,-76.3024
111,591,Cheyenne,Wyoming,59778,60177,61438,62122,62279,62905,63451,63520,63835,64235,"Cheyenne, Wyoming",WY,41.1351,-104.79
112,3,Chicago,Illinois,2697477,2708114,2719141,2725731,2727066,2724344,2716723,2711069,2701423,2693976,"Chicago, Illinois",IL,41.8373,-87.6862
113,301,Chico,California,86783,87269,87915,88362,89491,90369,91564,93066,94342,103301,"Chico, California",CA,39.7575,-121.8152
114,700,Chicopee,Massachusetts,55306,55630,55840,55923,56274,55820,55342,55336,55424,55126,"Chicopee, Massachusetts",MA,42.1764,-72.5719
115,410,Chino Hills,California,74963,75639,76042,76285,76509,77826,78452,80115,83239,83853,"Chino Hills, California",CA,33.9508,-117.7253
116,347,Chino,California,78644,79591,79949,80799,84296,85169,87468,89601,91356,94371,"Chino, California",CA,33.9836,-117.6654
117,75,Chula Vista,California,244648,248318,252379,256691,259885,264206,266238,269046,270819,274492,"Chula Vista, California",CA,32.6281,-117.0145
118,64,Cincinnati,Ohio,296980,296187,296900,297905,298626,299439,299748,301587,302277,303940,"Cincinnati, Ohio",OH,39.1413,-84.5061
119,384,Citrus Heights,California,83273,83781,84308,84924,85665,86543,87179,87675,87707,87796,"Citrus Heights, California",CA,38.6948,-121.288
120,161,Clarksville,Tennessee,133486,136104,142652,142281,145899,148147,149162,152917,156376,158146,"Clarksville, Tennessee",TN,36.5695,-87.34200000000001
121,244,Clearwater,Florida,109052,109204,109538,110279,111167,112939,114175,115482,116324,116946,"Clearwater, Florida",FL,27.9789,-82.7622
122,53,Cleveland,Ohio,395926,392667,391550,391792,390871,389244,387662,385252,383214,381009,"Cleveland, Ohio",OH,41.4767,-81.6804
123,399,Clifton,New Jersey,84169,84690,84695,84898,85141,85240,85192,85267,85251,85052,"Clifton, New Jersey",NJ,40.8631,-74.1575
124,255,Clovis,California,96386,97557,98588,99631,101904,103828,106353,109316,111824,114584,"Clovis, California",CA,36.8278,-119.6831
125,614,Coconut Creek,Florida,53183,54324,55131,56920,58502,59202,59815,61070,61205,61248,"Coconut Creek, Florida",FL,26.2803,-80.1842
126,748,Coeur d'Alene,Idaho,44292,45009,45519,46250,47629,48761,49802,50584,51210,52414,"Coeur d'Alene, Idaho",ID,47.7041,-116.7935
127,242,College Station,Texas,94666,95671,97761,100601,103469,108952,111068,114483,116035,117911,"College Station, Texas",TX,30.5852,-96.296
128,39,Colorado Springs,Colorado,420685,427434,432782,438146,442361,449572,458714,465167,472567,478221,"Colorado Springs, Colorado",CO,38.8674,-104.7606
129,707,Colton,California,52261,52712,52945,53105,53706,54291,54507,54680,54637,54824,"Colton, California",CA,34.0538,-117.3254
130,227,Columbia,Missouri,109429,111514,113553,115440,117028,118570,120248,121539,122533,123195,"Columbia, Missouri",MO,38.9478,-92.3256
131,211,Columbia,South Carolina,130774,131302,131761,131527,131781,133616,134129,134005,132770,131674,"Columbia, South Carolina",SC,34.0376,-80.9037
132,128,Columbus,Georgia,191101,195271,198965,203225,200563,198702,196219,193836,194169,195769,"Columbus, Georgia",GA,32.51,-84.8771
133,14,Columbus,Ohio,790943,800607,812740,827797,841673,854950,866894,881694,890869,898553,"Columbus, Ohio",OH,39.9862,-82.985
134,625,Commerce City,Colorado,46128,47507,48504,49717,51468,53161,54523,55925,58324,60336,"Commerce City, Colorado",CO,39.8642,-104.8434
135,334,Compton,California,96442,96933,97350,97600,97634,97639,97281,97047,96348,95605,"Compton, California",CA,33.893,-118.2275
136,215,Concord,California,122505,123518,124678,125888,127128,128303,129036,129592,129743,129295,"Concord, California",CA,37.9722,-122.0016
137,330,Concord,North Carolina,79571,80725,82134,83416,85395,87490,89763,92164,94192,96341,"Concord, North Carolina",NC,35.3933,-80.6366
138,366,Conroe,Texas,65731,67352,69662,70676,73779,76322,82068,84809,87578,91079,"Conroe, Texas",TX,30.3239,-95.4825
139,544,Conway,Arkansas,59592,61630,62818,63359,64403,64769,65232,65958,67032,67638,"Conway, Arkansas",AR,35.0754,-92.4694
140,598,Coon Rapids,Minnesota,61539,61561,61958,62064,62163,62264,62374,62479,62491,62998,"Coon Rapids, Minnesota",MN,45.1755,-93.3095
141,782,Coral Gables,Florida,46963,47613,49049,49762,50176,50275,50396,50628,50125,49700,"Coral Gables, Florida",FL,25.7037,-80.2715
142,206,Coral Springs,Florida,122887,125141,126682,127788,128847,130160,131753,133542,133712,133759,"Coral Springs, Florida",FL,26.2702,-80.2591
143,156,Corona,California,153052,154693,157405,158763,160419,163154,166067,167310,168476,169868,"Corona, California",CA,33.8616,-117.5649
144,59,Corpus Christi,Texas,305272,308103,312390,317043,320765,324672,325786,325568,326307,326586,"Corpus Christi, Texas",TX,27.726,-97.3755
145,650,Corvallis,Oregon,54401,54730,55139,54710,55517,56375,57327,58546,58969,58856,"Corvallis, Oregon",OR,44.5697,-123.27799999999999
146,259,Costa Mesa,California,110221,111151,111790,112244,112485,112808,112933,113665,113302,113003,"Costa Mesa, California",CA,33.6667,-117.9135
147,605,Council Bluffs,Iowa,62370,62502,62160,62117,62397,62556,62458,62377,62221,62166,"Council Bluffs, Iowa",IA,41.2369,-95.8517
148,426,Cranston,Rhode Island,80757,80881,81066,81033,81248,81306,81221,81022,81335,81456,"Cranston, Rhode Island",RI,41.7658,-71.4857
149,643,Cupertino,California,58689,59172,59769,60198,60592,60519,60900,60588,60004,59276,"Cupertino, California",CA,37.3168,-122.0465
150,9,Dallas,Texas,1200350,1218282,1242115,1258835,1279098,1301329,1323916,1342479,1341802,1343573,"Dallas, Texas",TX,32.7936,-96.7662
151,290,Daly City,California,101262,102460,103915,104980,105887,106538,106882,106733,106869,106280,"Daly City, California",CA,37.6862,-122.4685
152,402,Danbury,Connecticut,81308,82085,82777,83577,83681,84200,84927,84616,84675,84694,"Danbury, Connecticut",CT,41.4016,-73.471
153,307,Davenport,Iowa,99678,100302,101165,102053,102471,102534,102456,102310,101918,101590,"Davenport, Iowa",IA,41.5563,-90.6052
154,527,Davis,California,65584,65657,65781,66213,66545,67367,68028,68802,69220,69413,"Davis, California",CA,38.5552,-121.7365
155,195,Dayton,Ohio,142348,142000,141916,142035,141117,140819,140849,140372,140439,140407,"Dayton, Ohio",OH,39.7797,-84.1998
156,529,Daytona Beach,Florida,61626,61720,62199,62957,63560,64962,67076,68096,68709,69186,"Daytona Beach, Florida",FL,29.1994,-81.0982
157,696,Dearborn Heights,Michigan,57640,57278,57115,56653,56596,56322,56097,55873,55627,55353,"Dearborn Heights, Michigan",MI,42.3164,-83.2769
158,350,Dearborn,Michigan,97849,97173,96878,96065,95973,95488,95052,94708,94379,93932,"Dearborn, Michigan",MI,42.3127,-83.2129
159,714,Decatur,Alabama,55814,55916,55837,55465,55269,55027,54729,54437,54364,54445,"Decatur, Alabama",AL,34.573,-86.9906
160,511,Decatur,Illinois,76105,75922,75449,74955,74155,73265,72510,71790,71136,70746,"Decatur, Illinois",IL,39.8556,-88.9337
161,430,Deerfield Beach,Florida,75178,76504,77395,78002,78565,79334,79972,80525,80666,81066,"Deerfield Beach, Florida",FL,26.305,-80.1277
162,728,Delano,California,53130,53620,52403,52331,52447,52495,52568,52877,52921,53573,"Delano, California",CA,35.766999999999996,-119.2637
163,526,Delray Beach,Florida,60801,61495,62267,64177,65004,66203,67546,68708,69176,69451,"Delray Beach, Florida",FL,26.455,-80.0905
164,358,Deltona,Florida,85096,84979,85139,85583,86295,87728,89314,90586,91718,92757,"Deltona, Florida",FL,28.905,-81.2137
165,188,Denton,Texas,117010,120101,123573,125030,128217,131154,134261,135629,138315,141541,"Denton, Texas",TX,33.2176,-97.1419
166,19,Denver,Colorado,603359,620530,635163,649391,664582,683285,696159,704961,716265,727211,"Denver, Colorado",CO,39.7621,-104.8759
167,105,Des Moines,Iowa,205032,207924,210244,212026,214350,215243,216308,216662,215994,214237,"Des Moines, Iowa",IA,41.5725,-93.6105
168,648,Des Plaines,Illinois,58454,58725,58978,59112,59104,58811,58430,58078,58854,58899,"Des Plaines, Illinois",IL,42.0345,-87.9009
169,739,DeSoto,Texas,49344,50196,51216,51587,52046,52612,53088,53533,53254,52988,"DeSoto, Texas",TX,32.5992,-96.8633
170,24,Detroit,Michigan,711131,705118,700183,691868,682609,679410,677143,674631,672977,670031,"Detroit, Michigan",MI,42.3834,-83.1024
171,688,Diamond Bar,California,55588,55854,56087,56233,56279,56429,56581,56334,56106,55720,"Diamond Bar, California",CA,33.9991,-117.8161
172,571,Doral,Florida,45953,47024,47877,50052,53643,55482,57704,60222,60762,65741,"Doral, Florida",FL,25.8151,-80.3565
173,530,Dothan,Alabama,66097,66619,67212,67666,68122,68295,68287,68293,68337,68941,"Dothan, Alabama",AL,31.2335,-85.4069
174,268,Downey,California,111785,112215,112582,112858,113091,113260,112896,112426,111915,111126,"Downey, California",CA,33.9379,-118.1312
175,583,Dublin,California,45903,46804,48700,52027,54554,57545,59579,60797,63423,64826,"Dublin, California",CA,37.7161,-121.8963
176,667,Dubuque,Iowa,57689,57916,58165,58491,58573,58566,58248,58299,57975,57882,"Dubuque, Iowa",IA,42.5008,-90.7067
177,395,Duluth,Minnesota,86191,86239,86162,86045,86095,85985,86084,85979,85856,85618,"Duluth, Minnesota",MN,46.7756,-92.1392
178,74,Durham,North Carolina,230727,235341,241117,246992,253290,258647,265499,269844,274557,278993,"Durham, North Carolina",NC,35.9794,-78.9031
179,561,Eagan,Minnesota,64202,64488,64878,65403,65996,66212,66328,66594,66472,66372,"Eagan, Minnesota",MN,44.8169,-93.1638
180,590,East Orange,New Jersey,64150,64332,64172,64221,64262,64438,64426,64306,64258,64367,"East Orange, New Jersey",NJ,40.7651,-74.2117
181,532,Eau Claire,Wisconsin,66298,66841,67342,67892,67747,67740,68254,68547,68770,68802,"Eau Claire, Wisconsin",WI,44.8199,-91.4949
182,581,Eden Prairie,Minnesota,60899,61667,62392,62673,63341,63608,64001,64193,64263,64893,"Eden Prairie, Minnesota",MN,44.8488,-93.4595
183,742,Edina,Minnesota,48037,48686,49202,49501,49704,50251,51428,51783,52430,52857,"Edina, Minnesota",MN,44.8914,-93.3602
